Property_Title,Address,Market,Street_Address,City,State,Zip,Property_Type,Tax_Rate,SQFT_Basement,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,Layout,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"56847 Wright Divide, North David, RI 58033","56847 Wright Divide, North David, RI 58033",Chicago,56847 Wright Divide,North David,RI,58033,SFR,1.73,955,1958,3067,4808,Street,3,2,Ranch,3,37.802057,-88.935834,Viaduct,7.78
"0021 Kenneth Brooks Apt. 721, West Brandonberg, OR 57192","0021 Kenneth Brooks Apt. 721, West Brandonberg, OR 57192",Tampa,0021 Kenneth Brooks Apt. 721,West Brandonberg,OR,57192,Townhouse,2.02,411,2024,3132,6055,Street,6,1,Colonial,5,38.289301,-112.274628,Stream,3.66
"3019 Mia Prairie Apt. 044, North Stevenchester, MS 57096","3019 Mia Prairie Apt. 044, North Stevenchester, MS 57096",Chicgo,3019 Mia Prairie Apt. 044,North Stevenchester,MS,57096,Condo,2.42,325,1985,2843,4320,Driveway,6,2,Ranch,2,38.088485,-99.234136,Radial,6.49
"24219 Dawn Squares Suite 408, Michaelmouth, ME 90337","24219 Dawn Squares Suite 408, Michaelmouth, ME 90337",Dalas,24219 Dawn Squares Suite 408,Michaelmouth,ME,90337,Townhouse,3.42,1417,1939,910,4047,Street,2,2,Colonial,4,33.35299,-114.997795,Wells,4.39
"094 Dale Lights Suite 249, Bakermouth, VT 11937","094 Dale Lights Suite 249, Bakermouth, VT 11937",Dalas,094 Dale Lights Suite 249,Bakermouth,VT,11937,SFR,1.96,957,2008,2920,5437,Street,6,2,Ranch,5,36.033975,-101.480913,Bridge,5.46
"76524 Ryan Burgs Suite 008, Melissaburgh, SC 56533","76524 Ryan Burgs Suite 008, Melissaburgh, SC 56533", Closed,76524 Ryan Burgs Suite 008,Melissaburgh,SC,56533,Duplex,1.75,183,2015,1715,5030,Street,2,4,Colonial,5,40.83005,-88.760618,Row,9.34
"8289 Lindsay Groves Apt. 832, Port Michael, CA 28632","8289 Lindsay Groves Apt. 832, Port Michael, CA 28632", Closed,8289 Lindsay Groves Apt. 832,Port Michael,CA,28632,Townhouse,2.56,232,1929,1750,7621,Driveway,3,1,Split,4,37.769263,-104.260354,Villages,3.2800000000000002
"04939 Jason Skyway, Port Nicoleview, OK 96261","04939 Jason Skyway, Port Nicoleview, OK 96261",Chicago,04939 Jason Skyway,Port Nicoleview,OK,96261,Single Family Home,1.6400000000000001,1526,1958,2929,7080,Street,4,3,Colonial,4,39.704183,-75.144407,Shore,5.07
"475 Meghan Rue Apt. 339, North Ethanmouth, AR 64926","475 Meghan Rue Apt. 339, North Ethanmouth, AR 64926",Chicgo,475 Meghan Rue Apt. 339,North Ethanmouth,AR,64926,Duplex,1.72,1694,2011,2646,7954,Garage,3,4,Split,1,38.596342,-82.503765,Mountains,7.93
"115 Turner Ports, Lake Jeanneberg, WV 55468","115 Turner Ports, Lake Jeanneberg, WV 55468",Florida,115 Turner Ports,Lake Jeanneberg,WV,55468,SFR,1.5,1332,1985,2461,9149,Street,5,4,Split,1,36.66848,-94.6806,Spur,7.32
"00353 Barnes Mountain, Cookburgh, LA 10433","00353 Barnes Mountain, Cookburgh, LA 10433",Chicgo,00353 Barnes Mountain,Cookburgh,LA,10433,Condo,3.03,251,2022,564,8066,Driveway,4,2,Ranch,4,35.130919,-92.593958,Mountains,6.32
"176 Richard Landing, Port Sarah, IL 24111","176 Richard Landing, Port Sarah, IL 24111",Chicgo,176 Richard Landing,Port Sarah,IL,24111,Condo,2.88,1463,1968,1479,7735,Street,2,2,Split,4,33.765031,-117.297776,Flats,5.8100000000000005
"985 Lewis Ramp, Lake Michelle, CT 58940","985 Lewis Ramp, Lake Michelle, CT 58940",Atlanta,985 Lewis Ramp,Lake Michelle,CT,58940,Single Family Home,1.26,1261,1952,1730,6240,Driveway,4,4,Ranch,2,37.308653,-92.65368,Ridge,6.62
"22656 Johnson Roads, Port Brandy, HI 36225","22656 Johnson Roads, Port Brandy, HI 36225",Tampa,22656 Johnson Roads,Port Brandy,HI,36225,Condo,1.08,1122,2021,557,9284,Street,5,1,Colonial,2,39.755158,-108.943082,Junction,5.59
"984 Colin Wells Suite 743, East Christopherfurt, PA 95735","984 Colin Wells Suite 743, East Christopherfurt, PA 95735",Dalas,984 Colin Wells Suite 743,East Christopherfurt,PA,95735,Condo,2.47,1903,1942,1938,5314,Street,4,2,Split,3,41.766744,-80.227758,View,5.4
"0375 Alexander Plaza Apt. 464, Ryanmouth, TX 32539","0375 Alexander Plaza Apt. 464, Ryanmouth, TX 32539", Closed,0375 Alexander Plaza Apt. 464,Ryanmouth,TX,32539,SFR,2.06,432,1928,1935,4614,Garage,2,3,Colonial,3,37.560815,-98.992922,Highway,8.58
"88507 Bell Route, Rubioside, KY 45565","88507 Bell Route, Rubioside, KY 45565",Chicago,88507 Bell Route,Rubioside,KY,45565,Duplex,1.94,897,1931,2805,4537,Street,3,2,Split,2,41.807589,-89.903978,Ville,6.96
"4236 Mercedes Cove Suite 617, West Matthew, OR 20602","4236 Mercedes Cove Suite 617, West Matthew, OR 20602",Dalas,4236 Mercedes Cove Suite 617,West Matthew,OR,20602,Duplex,2.92,1023,2020,2296,9950,Driveway,4,2,Split,5,41.767398,-106.031684,Inlet,5.31
"23029 Ryan Pine Apt. 694, Popechester, NV 86680","23029 Ryan Pine Apt. 694, Popechester, NV 86680",Chicgo,23029 Ryan Pine Apt. 694,Popechester,NV,86680,SFR,3.39,1652,2000,846,7535,Street,5,2,Split,1,39.865854,-75.140811,Falls,3.88
"809 Vasquez Falls Apt. 467, Port Amy, MO 54856","809 Vasquez Falls Apt. 467, Port Amy, MO 54856",Tampa,809 Vasquez Falls Apt. 467,Port Amy,MO,54856,Condo,1.28,1960,1930,2734,7248,Garage,3,4,Split,5,37.074127,-96.583283,Lakes,7.63
"50457 Tate Oval, Hillhaven, AL 45507","50457 Tate Oval, Hillhaven, AL 45507",Dallas,50457 Tate Oval,Hillhaven,AL,45507,Single Family Home,3.35,1158,1976,1226,6382,Driveway,3,2,Colonial,2,41.596744,-88.785305,Falls,4.43
"068 Susan Falls Suite 736, East Cameron, MD 33391","068 Susan Falls Suite 736, East Cameron, MD 33391",Tampa,068 Susan Falls Suite 736,East Cameron,MD,33391,SFR,1.12,1704,2021,2620,5543,Driveway,3,4,Colonial,3,37.30101,-93.413537,Stream,5.88
"6802 Whitehead Ranch Suite 453, Thomaston, FL 81265","6802 Whitehead Ranch Suite 453, Thomaston, FL 81265",Dalas,6802 Whitehead Ranch Suite 453,Thomaston,FL,81265,SFR,2.64,1098,2013,2472,6874,Garage,6,3,Ranch,2,38.329142,-102.478868,Junctions,4.58
"7171 Morgan Drive, Russellton, GU 79826","7171 Morgan Drive, Russellton, GU 79826",Chicgo,7171 Morgan Drive,Russellton,GU,79826,Duplex,2.52,338,1993,1749,9565,Garage,3,3,Ranch,5,39.991816,-76.654912,Tunnel,8.75
"9725 Bruce Mountain Apt. 859, Lake Samanthaberg, MT 24035","9725 Bruce Mountain Apt. 859, Lake Samanthaberg, MT 24035",Atlanta,9725 Bruce Mountain Apt. 859,Lake Samanthaberg,MT,24035,Townhouse,2.02,1951,2018,2471,7544,Street,3,2,Colonial,1,40.214225,-106.522256,Parks,4.5
"739 Garrison Tunnel, Port Brianbury, NC 01918","739 Garrison Tunnel, Port Brianbury, NC 01918",Florida,739 Garrison Tunnel,Port Brianbury,NC,1918,Condo,1.88,1536,2016,3364,8856,Driveway,5,4,Ranch,2,37.948473,-88.59942,Crossing,9.85
"6210 Joel Estates Apt. 406, Kimberlyborough, RI 03146","6210 Joel Estates Apt. 406, Kimberlyborough, RI 03146",Chicago,6210 Joel Estates Apt. 406,Kimberlyborough,RI,3146,Condo,1.09,1032,1928,1276,8171,Garage,2,3,Colonial,1,38.363898,-96.653383,Gardens,6.47
"6434 Hamilton Tunnel, Morrisland, WV 13997","6434 Hamilton Tunnel, Morrisland, WV 13997",Atlanta,6434 Hamilton Tunnel,Morrisland,WV,13997,Single Family Home,2.59,1977,1935,1864,5246,Street,4,1,Ranch,2,34.119432,-115.698853,Fall,7.25
"5026 Gardner Valleys Suite 018, East Sarah, FL 19762","5026 Gardner Valleys Suite 018, East Sarah, FL 19762",Dalas,5026 Gardner Valleys Suite 018,East Sarah,FL,19762,Duplex,1.55,343,2022,518,4472,Garage,2,1,Ranch,2,36.341181,-102.317837,Crest,9.54
"00438 Scott Squares Apt. 395, South Vickichester, MD 99925","00438 Scott Squares Apt. 395, South Vickichester, MD 99925",Atlanta,00438 Scott Squares Apt. 395,South Vickichester,MD,99925,SFR,1.82,1051,1962,2466,6044,Street,6,1,Ranch,2,36.444452,-88.149346,Fall,8.77
"761 Jennifer Estate, Garciachester, MI 55872","761 Jennifer Estate, Garciachester, MI 55872",Dalas,761 Jennifer Estate,Garciachester,MI,55872,Townhouse,1.35,135,1999,1802,9896,Street,5,1,Split,2,37.182416,-91.443892,Islands,9.61
"0612 Howard Ferry, Lake Amy, VA 91636","0612 Howard Ferry, Lake Amy, VA 91636",Dalas,0612 Howard Ferry,Lake Amy,VA,91636,Duplex,1.32,885,2014,1673,4478,Garage,2,4,Split,2,39.8037,-75.349252,Points,4.08
"256 Roberts Camp Suite 662, Samuelshire, OK 47752","256 Roberts Camp Suite 662, Samuelshire, OK 47752",Dalas,256 Roberts Camp Suite 662,Samuelshire,OK,47752,SFR,2.68,404,1992,1895,6399,Garage,2,2,Split,2,40.127512,-103.326736,Locks,4.37
"79914 Michael Inlet, Port Suzanneburgh, MT 41363","79914 Michael Inlet, Port Suzanneburgh, MT 41363", Closed,79914 Michael Inlet,Port Suzanneburgh,MT,41363,Condo,2.69,1416,2024,3057,3789,Garage,2,1,Ranch,3,35.11693,-81.594162,Extensions,7.36
"713 Evans Passage Suite 111, Kingfurt, WV 26137","713 Evans Passage Suite 111, Kingfurt, WV 26137",Dalas,713 Evans Passage Suite 111,Kingfurt,WV,26137,Condo,1.49,1547,2001,644,4438,Street,1,1,Ranch,3,33.702387,-116.412365,Cliff,3.34
"2597 Alvarez Roads Apt. 171, East Robert, PR 33123","2597 Alvarez Roads Apt. 171, East Robert, PR 33123",Chicago,2597 Alvarez Roads Apt. 171,East Robert,PR,33123,Duplex,1.2,1960,2023,1639,8364,Garage,2,1,Ranch,2,33.168811,-104.728707,Road,8.12
"5230 Smith Shores Suite 856, Joshuaville, MT 91992","5230 Smith Shores Suite 856, Joshuaville, MT 91992",Atlanta,5230 Smith Shores Suite 856,Joshuaville,MT,91992,Townhouse,2.74,1174,1982,1334,9964,Garage,4,1,Colonial,4,34.886698,-108.277822,Mountains,4.41
"78285 Erica Falls, North Marychester, MO 59348","78285 Erica Falls, North Marychester, MO 59348",Atlanta,78285 Erica Falls,North Marychester,MO,59348,SFR,1.94,853,2006,1093,4236,Street,1,2,Split,3,38.255659,-109.766823,Port,6.52
"15962 Alison Bridge Suite 636, Davidstad, AS 02161","15962 Alison Bridge Suite 636, Davidstad, AS 02161",Florida,15962 Alison Bridge Suite 636,Davidstad,AS,2161,Townhouse,2.4,210,1933,1641,7076,Street,3,1,Colonial,1,34.453706,-81.559219,Gardens,4.57
"57144 Wayne Stravenue, North Davidmouth, CT 96591","57144 Wayne Stravenue, North Davidmouth, CT 96591",Chicago,57144 Wayne Stravenue,North Davidmouth,CT,96591,Duplex,2.06,1746,2003,2065,3717,Driveway,1,4,Split,4,41.889102,-104.893211,Spurs,6.5
"7445 Banks Bridge Apt. 529, Lake Jason, IL 72460","7445 Banks Bridge Apt. 529, Lake Jason, IL 72460",Chicgo,7445 Banks Bridge Apt. 529,Lake Jason,IL,72460,Condo,2.21,1818,1989,620,5945,Garage,3,1,Colonial,3,40.745665,-116.312742,Views,3.25
"284 Helen Ports, Port Earl, AR 07388","284 Helen Ports, Port Earl, AR 07388",Chicgo,284 Helen Ports,Port Earl,AR,7388,Condo,1.05,1257,2005,2688,9305,Driveway,3,4,Split,3,34.317741,-84.229358,Orchard,7.13
"645 Schwartz Unions Suite 764, North Mariafort, VA 31386","645 Schwartz Unions Suite 764, North Mariafort, VA 31386",Dallas,645 Schwartz Unions Suite 764,North Mariafort,VA,31386,Condo,1.25,1570,1948,1980,4107,Street,2,3,Ranch,5,39.354374,-103.807789,Stravenue,3.59
"1958 Connie Parkway, South Laura, AK 19136","1958 Connie Parkway, South Laura, AK 19136", Closed,1958 Connie Parkway,South Laura,AK,19136,Single Family Home,1.9100000000000001,272,2001,3004,8674,Street,2,4,Ranch,1,36.559619,-112.476997,Corners,8.64
"7131 Kenneth Canyon, North Christina, NC 71439","7131 Kenneth Canyon, North Christina, NC 71439",Chicgo,7131 Kenneth Canyon,North Christina,NC,71439,Single Family Home,3.22,1067,1973,2833,8444,Driveway,4,1,Split,1,38.709303,-100.381106,Isle,3.2
"90853 Hicks Mills, Youngfurt, OK 31839","90853 Hicks Mills, Youngfurt, OK 31839",Atlanta,90853 Hicks Mills,Youngfurt,OK,31839,Single Family Home,1.11,659,1937,2940,5707,Street,4,4,Ranch,2,40.040403,-98.470896,Center,8.05
"3412 Brown Extension, Port Markshire, KY 70799","3412 Brown Extension, Port Markshire, KY 70799",Tampa,3412 Brown Extension,Port Markshire,KY,70799,Townhouse,3.36,1639,1969,1195,9228,Street,2,2,Ranch,1,38.057579,-79.201971,Points,9.99
"660 Mathews Radial, Howardport, MA 76659","660 Mathews Radial, Howardport, MA 76659",Tampa,660 Mathews Radial,Howardport,MA,76659,SFR,1.33,1722,1987,3479,6703,Street,3,1,Ranch,1,38.077954,-106.977093,Flat,6.95
"10796 Tracey Falls, Port Elizabethville, OK 92731","10796 Tracey Falls, Port Elizabethville, OK 92731",Dallas,10796 Tracey Falls,Port Elizabethville,OK,92731,Condo,3.24,933,2021,3491,6085,Street,1,4,Colonial,4,34.035263,-101.681189,Neck,9.6
"261 Jerry Prairie Suite 851, Port Amanda, ME 78415","261 Jerry Prairie Suite 851, Port Amanda, ME 78415",Atlanta,261 Jerry Prairie Suite 851,Port Amanda,ME,78415,SFR,2.94,418,1974,825,7402,Street,2,2,Ranch,2,37.591322,-100.26662,Station,7.69
"74658 Rachel Pines, Owenville, CT 68916","74658 Rachel Pines, Owenville, CT 68916",Dallas,74658 Rachel Pines,Owenville,CT,68916,Condo,3.18,717,2016,3472,6611,Driveway,1,4,Ranch,5,35.168941,-107.864323,Court,7.99
"697 Douglas Run, South Alan, AL 05139","697 Douglas Run, South Alan, AL 05139",Dalas,697 Douglas Run,South Alan,AL,5139,Single Family Home,3.23,735,1937,2356,4292,Garage,5,3,Ranch,1,37.596866,-115.560777,Village,7.01
"1215 Jennifer Street, Maryfurt, ID 96613","1215 Jennifer Street, Maryfurt, ID 96613",Atlanta,1215 Jennifer Street,Maryfurt,ID,96613,Condo,3.2800000000000002,940,1924,2747,7493,Driveway,2,4,Ranch,4,41.675723,-79.83603600000001,Freeway,5.28
"1454 Joanna Pass, Cherylmouth, VA 97100","1454 Joanna Pass, Cherylmouth, VA 97100",Dallas,1454 Joanna Pass,Cherylmouth,VA,97100,Single Family Home,1.6099999999999999,540,1993,3221,6222,Street,2,3,Colonial,1,34.882089,-117.027835,Camp,6.53
"484 Eric Track, Port Lauramouth, ND 34871","484 Eric Track, Port Lauramouth, ND 34871",Florida,484 Eric Track,Port Lauramouth,ND,34871,Condo,2.73,1626,1948,1635,9903,Driveway,2,4,Ranch,4,39.167276,-95.125058,View,3.9
"560 Patricia Vista Apt. 769, Davidmouth, ME 84870","560 Patricia Vista Apt. 769, Davidmouth, ME 84870",Tampa,560 Patricia Vista Apt. 769,Davidmouth,ME,84870,Townhouse,2.01,953,1930,2288,6727,Street,3,4,Split,1,40.855845,-85.409085,Orchard,5.62
"4162 Lindsey Keys Suite 575, Byrdborough, IA 56436","4162 Lindsey Keys Suite 575, Byrdborough, IA 56436",Dalas,4162 Lindsey Keys Suite 575,Byrdborough,IA,56436,Duplex,1.21,771,2023,2600,5642,Street,2,2,Ranch,2,40.674883,-83.499194,Field,9.79
"013 William Islands, Cassandraview, MI 33180","013 William Islands, Cassandraview, MI 33180",Dallas,013 William Islands,Cassandraview,MI,33180,Condo,1.44,470,2002,2668,7588,Street,5,1,Colonial,5,38.372349,-87.933375,Parks,9.1
"6304 Miller Canyon, Port Carrie, WV 10808","6304 Miller Canyon, Port Carrie, WV 10808",Atlanta,6304 Miller Canyon,Port Carrie,WV,10808,Townhouse,1.76,167,2014,1779,8380,Driveway,3,3,Ranch,2,40.573288,-103.331356,Spurs,4.85
"94153 Quinn Inlet, North Kathleen, AL 30952","94153 Quinn Inlet, North Kathleen, AL 30952",Dalas,94153 Quinn Inlet,North Kathleen,AL,30952,Condo,1.11,131,1967,1897,4980,Street,1,4,Ranch,2,35.530944,-114.90274,Park,3.07
"1372 Garcia Parks Suite 735, Kevinville, AZ 93163","1372 Garcia Parks Suite 735, Kevinville, AZ 93163",Chicgo,1372 Garcia Parks Suite 735,Kevinville,AZ,93163,Duplex,3.2800000000000002,983,1964,2031,6752,Street,1,2,Ranch,1,36.490569,-89.497953,Meadows,5.77
"88827 Chad Greens Suite 101, Espinozafurt, VT 66934","88827 Chad Greens Suite 101, Espinozafurt, VT 66934",Chicago,88827 Chad Greens Suite 101,Espinozafurt,VT,66934,Single Family Home,1.13,563,1957,1508,3600,Driveway,6,1,Split,3,39.398693,-95.202504,Freeway,4.41
"1193 Chelsea Rue Suite 446, Port Nicolestad, AL 25716","1193 Chelsea Rue Suite 446, Port Nicolestad, AL 25716",Atlanta,1193 Chelsea Rue Suite 446,Port Nicolestad,AL,25716,Condo,1.79,937,1988,3025,8633,Garage,1,2,Colonial,3,37.222591,-83.75628,Mall,9.26
"182 Kenneth Drive, Freystad, NJ 84182","182 Kenneth Drive, Freystad, NJ 84182",Chicago,182 Kenneth Drive,Freystad,NJ,84182,Duplex,1.23,584,1922,2696,6483,Street,3,3,Split,3,40.865394,-104.50246,Station,6.45
"376 Sean Trail Suite 975, Andersonborough, MD 65757","376 Sean Trail Suite 975, Andersonborough, MD 65757",Florida,376 Sean Trail Suite 975,Andersonborough,MD,65757,SFR,2.98,489,2010,2654,5919,Garage,3,4,Colonial,4,37.379268,-113.202474,Freeway,7.71
"13921 Hannah Circle, New Derrick, PA 13164","13921 Hannah Circle, New Derrick, PA 13164",Atlanta,13921 Hannah Circle,New Derrick,PA,13164,Duplex,3.42,1694,2019,2970,4030,Garage,4,3,Ranch,1,36.628568,-103.574004,Mews,9.01
"845 Darrell Lake, Lake Brad, IN 08830","845 Darrell Lake, Lake Brad, IN 08830",Atlanta,845 Darrell Lake,Lake Brad,IN,8830,Condo,1.2,1203,1977,3083,4774,Driveway,6,2,Ranch,5,36.881,-85.864503,Loop,6.79
"0432 Elizabeth Drives, Stevensonshire, IA 85366","0432 Elizabeth Drives, Stevensonshire, IA 85366",Dallas,0432 Elizabeth Drives,Stevensonshire,IA,85366,SFR,1.7000000000000002,1906,1933,954,5349,Street,3,2,Split,2,38.638931,-85.951941,Falls,5.85
"499 Estrada Cape, East Lisa, KS 95446","499 Estrada Cape, East Lisa, KS 95446",Florida,499 Estrada Cape,East Lisa,KS,95446,SFR,3.35,1293,1936,2722,4703,Street,4,1,Ranch,3,39.970495,-96.777621,Stream,7.35
"108 Raven Motorway Suite 524, South Jeremiahview, ND 28903","108 Raven Motorway Suite 524, South Jeremiahview, ND 28903", Closed,108 Raven Motorway Suite 524,South Jeremiahview,ND,28903,SFR,3.08,1601,1958,3196,9237,Garage,3,4,Split,4,37.597618,-91.523844,Fort,6.51
"56284 Mccormick Common Apt. 082, Juliantown, NJ 90847","56284 Mccormick Common Apt. 082, Juliantown, NJ 90847",Dalas,56284 Mccormick Common Apt. 082,Juliantown,NJ,90847,Townhouse,1.94,1800,1962,1694,5419,Garage,3,4,Colonial,2,37.508713,-104.007006,Mill,9.02
"1517 Joshua Estate Apt. 237, Lake Annamouth, FM 27934","1517 Joshua Estate Apt. 237, Lake Annamouth, FM 27934",Atlanta,1517 Joshua Estate Apt. 237,Lake Annamouth,FM,27934,Townhouse,3.3,1900,2014,1169,4419,Garage,3,2,Colonial,4,41.979608999999996,-108.250915,Streets,3.46
"02481 Clark Trace, Amandahaven, VI 16267","02481 Clark Trace, Amandahaven, VI 16267",Tampa,02481 Clark Trace,Amandahaven,VI,16267,Townhouse,1.9,1868,1944,1026,8510,Garage,1,1,Colonial,2,37.192354,-116.707379,Pines,4.3
"755 Schneider Motorway Suite 406, Lindseyfort, MS 15901","755 Schneider Motorway Suite 406, Lindseyfort, MS 15901",Atlanta,755 Schneider Motorway Suite 406,Lindseyfort,MS,15901,Condo,2.47,732,1925,2795,7242,Driveway,3,2,Ranch,5,38.390836,-108.068379,Village,3.7800000000000002
"9980 Smith Glens, Chavezland, LA 91795","9980 Smith Glens, Chavezland, LA 91795",Florida,9980 Smith Glens,Chavezland,LA,91795,Townhouse,2.27,162,2008,1151,9411,Street,2,1,Colonial,4,41.916054,-84.33289,Crossing,3.06
"95396 Coffey Light Apt. 160, South Robert, NH 90110","95396 Coffey Light Apt. 160, South Robert, NH 90110",Florida,95396 Coffey Light Apt. 160,South Robert,NH,90110,Townhouse,1.2,601,1997,1518,9300,Street,1,3,Colonial,3,37.964689,-83.591066,Motorway,6.08
"64502 Higgins Course, South Derek, NJ 90461","64502 Higgins Course, South Derek, NJ 90461",Florida,64502 Higgins Course,South Derek,NJ,90461,SFR,3.35,1355,1938,2578,8629,Driveway,2,4,Ranch,1,37.389429,-102.934625,Centers,9.49
"374 Robert Ways Apt. 573, New Philip, NV 44455","374 Robert Ways Apt. 573, New Philip, NV 44455", Closed,374 Robert Ways Apt. 573,New Philip,NV,44455,SFR,3.02,1817,2020,2457,6625,Garage,4,4,Colonial,5,37.607953,-87.330742,Ports,3.81
"01732 Brown Parkways, Brendaport, UT 25647","01732 Brown Parkways, Brendaport, UT 25647",Dallas,01732 Brown Parkways,Brendaport,UT,25647,SFR,1.04,1496,1977,1814,7184,Garage,1,3,Ranch,2,34.092997,-91.80049700000001,Mountain,7.82
"17464 Kyle Overpass Suite 567, Lake Steventon, HI 02574","17464 Kyle Overpass Suite 567, Lake Steventon, HI 02574",Dallas,17464 Kyle Overpass Suite 567,Lake Steventon,HI,2574,SFR,1.77,773,1949,2501,6139,Street,1,1,Ranch,5,41.403099,-116.077099,Keys,7.17
"8597 Robert Run, East Davidmouth, PA 24787","8597 Robert Run, East Davidmouth, PA 24787",Dalas,8597 Robert Run,East Davidmouth,PA,24787,Single Family Home,1.45,515,1959,1410,3839,Street,3,3,Ranch,5,37.341292,-78.227241,Plains,8.19
"9468 Smith Route, Martinezfurt, WA 90052","9468 Smith Route, Martinezfurt, WA 90052",Florida,9468 Smith Route,Martinezfurt,WA,90052,Condo,1.8599999999999999,813,1984,882,5214,Street,2,4,Split,1,34.556318,-92.961379,Garden,7.08
"434 Pruitt Inlet, Port Allison, MP 34400","434 Pruitt Inlet, Port Allison, MP 34400",Chicgo,434 Pruitt Inlet,Port Allison,MP,34400,Duplex,1.63,1829,2024,2213,4623,Driveway,2,2,Split,2,37.166306,-75.369593,Flats,3.5
"31947 Madeline Harbor Suite 071, New Bailey, MI 92003","31947 Madeline Harbor Suite 071, New Bailey, MI 92003", Closed,31947 Madeline Harbor Suite 071,New Bailey,MI,92003,Condo,2.7800000000000002,279,1950,2590,7578,Street,6,3,Colonial,1,39.721247,-83.844287,Valleys,5.42
"426 Fitzgerald Extension, Rogerschester, CT 98342","426 Fitzgerald Extension, Rogerschester, CT 98342",Tampa,426 Fitzgerald Extension,Rogerschester,CT,98342,Single Family Home,2.36,559,1940,2215,7144,Street,3,2,Ranch,2,35.206438,-104.048968,Radial,9.11
"7139 Amy Inlet Apt. 020, Nelsonfurt, NC 64968","7139 Amy Inlet Apt. 020, Nelsonfurt, NC 64968",Florida,7139 Amy Inlet Apt. 020,Nelsonfurt,NC,64968,Duplex,1.8399999999999999,1971,1966,1031,5319,Street,4,1,Colonial,3,39.419676,-98.243987,Ridge,6.21
"713 Smith Isle, West Michael, NM 73319","713 Smith Isle, West Michael, NM 73319", Closed,713 Smith Isle,West Michael,NM,73319,Duplex,1.6,811,1986,1325,7976,Garage,3,2,Ranch,5,39.397076,-96.547633,Streets,8.26
"311 Cooper Wells Apt. 810, Moorefurt, SC 74582","311 Cooper Wells Apt. 810, Moorefurt, SC 74582",Florida,311 Cooper Wells Apt. 810,Moorefurt,SC,74582,SFR,2.41,302,1988,1449,3896,Street,4,1,Ranch,2,37.570054,-96.964802,Cliff,9.01
"1326 Margaret Crossing, North Maria, TX 37092","1326 Margaret Crossing, North Maria, TX 37092",Chicgo,1326 Margaret Crossing,North Maria,TX,37092,Duplex,1.8900000000000001,1201,2016,2000,5341,Street,2,2,Ranch,5,34.043319,-109.249301,Vista,3.95
"4915 Ryan Canyon, Farmerchester, AL 73060","4915 Ryan Canyon, Farmerchester, AL 73060",Chicago,4915 Ryan Canyon,Farmerchester,AL,73060,Townhouse,1.3599999999999999,1775,1922,1578,7871,Garage,3,3,Ranch,3,40.338999,-99.940931,Port,7.91
"556 Turner Villages Apt. 868, Youngside, ND 76063","556 Turner Villages Apt. 868, Youngside, ND 76063",Atlanta,556 Turner Villages Apt. 868,Youngside,ND,76063,Condo,2.45,1048,1987,2937,8177,Street,6,2,Ranch,4,34.308038,-108.79808,Ways,3.89
"3020 Catherine Extension, South Christinestad, MS 95628","3020 Catherine Extension, South Christinestad, MS 95628",Dallas,3020 Catherine Extension,South Christinestad,MS,95628,Single Family Home,3.06,1060,1970,2012,4119,Street,2,1,Split,5,41.200673,-104.731941,Station,9.0
"289 Patterson Mount Apt. 566, West Darius, TN 97783","289 Patterson Mount Apt. 566, West Darius, TN 97783",Dallas,289 Patterson Mount Apt. 566,West Darius,TN,97783,Duplex,2.25,693,1989,1834,4174,Street,2,2,Ranch,3,36.117885,-109.112842,Garden,8.1
"83466 Erickson Village, New Larry, WI 30597","83466 Erickson Village, New Larry, WI 30597",Atlanta,83466 Erickson Village,New Larry,WI,30597,Townhouse,2.33,864,1920,569,8472,Street,2,1,Split,5,37.374183,-83.038999,Ways,4.71
"911 Sanchez Gateway, Port Adriana, VA 58122","911 Sanchez Gateway, Port Adriana, VA 58122",Chicago,911 Sanchez Gateway,Port Adriana,VA,58122,Duplex,1.85,1330,1992,1976,7227,Street,2,3,Split,2,38.565425,-110.526123,Greens,3.01
"07276 Eric Skyway, West Justin, GA 75143","07276 Eric Skyway, West Justin, GA 75143",Chicgo,07276 Eric Skyway,West Justin,GA,75143,Townhouse,1.4,4,1960,1238,6201,Street,5,2,Ranch,1,33.302954,-112.622795,Circles,4.27
"072 Derrick Ridge Suite 811, Smithside, WA 74824","072 Derrick Ridge Suite 811, Smithside, WA 74824",Chicgo,072 Derrick Ridge Suite 811,Smithside,WA,74824,Townhouse,2.02,1810,2020,1271,8885,Garage,4,2,Ranch,1,35.065156,-92.548994,Springs,4.8
"1410 Garcia Terrace Apt. 667, Natalietown, MA 03994","1410 Garcia Terrace Apt. 667, Natalietown, MA 03994",Chicago,1410 Garcia Terrace Apt. 667,Natalietown,MA,3994,Single Family Home,1.7000000000000002,511,2009,776,5705,Street,6,4,Ranch,4,38.933186,-89.540874,Village,4.26
"473 Smith Passage, North Richard, AK 62216","473 Smith Passage, North Richard, AK 62216",Florida,473 Smith Passage,North Richard,AK,62216,Condo,2.87,193,1970,2619,6203,Driveway,5,2,Split,1,34.76657,-89.292688,Brooks,5.94
